SocketIO: Connecting socket to localhost:9002
1377017920.6015	-32.0	-0.112
1377017920.6104	-16.0	-0.056
1377017920.6204	-48.0	-0.168
1377017920.6272	0.0	0.000
1377017920.6375	0.0	0.000
1377017920.6493	-32.0	-0.112
1377017920.6594	-16.0	-0.056
1377017920.6695	-32.0	-0.112
1377017920.6764	0.0	0.000
1377017920.6885	48.0	0.168
1377017920.6954	0.0	0.000
1377017920.7086	-48.0	-0.168
1377017920.7186	16.0	0.056
1377017920.7275	-48.0	-0.168
1377017920.7376	32.0	0.112
1377017920.7474	-32.0	-0.112
1377017920.7574	32.0	0.112
1377017920.7666	16.0	0.056
1377017920.7764	16.0	0.056
1377017920.7867	16.0	0.056
1377017920.7966	-32.0	-0.112
1377017920.8056	32.0	0.112
1377017920.8155	32.0	0.112
1377017920.8257	-32.0	-0.112
1377017920.8356	-16.0	-0.056
1377017920.8418	0.0	0.000
1377017920.8548	-32.0	-0.112
1377017920.8648	32.0	0.112
1377017920.8748	-32.0	-0.112
1377017920.8845	-16.0	-0.056
1377017920.8936	-32.0	-0.112
1377017920.9037	16.0	0.056
1377017920.9138	-16.0	-0.056
1377017920.9198	0.0	0.000
1377017920.9326	-16.0	-0.056
1377017920.9429	-16.0	-0.056
1377017920.9526	32.0	0.112
1377017920.9627	-16.0	-0.056
1377017920.9688	0.0	0.000
1377017920.9820	-16.0	-0.056
1377017920.9918	-16.0	-0.056
1377017920.9979	0.0	0.000
1377017921.0079	0.0	0.000
1377017921.0177	0.0	0.000
1377017921.0309	32.0	0.112
1377017921.0368	0.0	0.000
1377017921.0497	16.0	0.056
1377017921.0568	0.0	0.000
1377017921.0700	32.0	0.112
1377017921.0799	-16.0	-0.056
1377017921.0888	-16.0	-0.056
1377017921.0990	32.0	0.112
1377017921.1090	16.0	0.056
1377017921.1190	-48.0	-0.168
1377017921.1278	16.0	0.056
1377017921.1381	-16.0	-0.056
1377017921.1479	-16.0	-0.056
1377017921.1580	-16.0	-0.056
1377017921.1669	16.0	0.056
1377017921.1772	-16.0	-0.056
1377017921.1871	16.0	0.056
1377017921.1969	-32.0	-0.112
1377017921.2059	32.0	0.112
1377017921.2160	32.0	0.112
1377017921.2261	48.0	0.168
1377017921.2362	-48.0	-0.168
1377017921.2451	-16.0	-0.056
1377017921.2551	-16.0	-0.056
1377017921.2651	16.0	0.056
1377017921.2751	16.0	0.056
1377017921.2843	-32.0	-0.112
1377017921.2942	-16.0	-0.056
1377017921.3042	-16.0	-0.056
1377017921.3141	32.0	0.112
1377017921.3232	-16.0	-0.056
1377017921.3332	-16.0	-0.056
1377017921.3403	0.0	0.000
1377017921.3533	-16.0	-0.056
1377017921.3593	0.0	0.000
1377017921.3722	16.0	0.056
1377017921.3793	0.0	0.000
1377017921.3924	-16.0	-0.056
1377017921.3982	0.0	0.000
1377017921.4112	32.0	0.112
1377017921.4214	-32.0	-0.112
1377017921.4314	16.0	0.056
1377017921.4404	-48.0	-0.168
1377017921.4504	32.0	0.112
1377017921.4606	-32.0	-0.112
1377017921.4706	-64.0	-0.224
1377017921.4794	16.0	0.056
1377017921.4895	16.0	0.056
1377017921.4995	32.0	0.112
1377017921.5094	-16.0	-0.056
1377017921.5184	-16.0	-0.056
1377017921.5285	16.0	0.056
1377017921.5386	-32.0	-0.112
1377017921.5486	-32.0	-0.112
1377017921.5574	-32.0	-0.112
1377017921.5677	-32.0	-0.112
1377017921.5774	-16.0	-0.056
1377017921.5845	0.0	0.000
1377017921.5964	-16.0	-0.056
1377017921.6067	-32.0	-0.112
1377017921.6167	-80.0	-0.280
1377017921.6268	-16.0	-0.056
1377017921.6357	16.0	0.056
1377017921.6456	-16.0	-0.056
1377017921.6558	-16.0	-0.056
1377017921.6656	-16.0	-0.056
1377017921.6756	-16.0	-0.056
1377017921.6847	-16.0	-0.056
1377017921.6948	-32.0	-0.112
1377017921.7018	0.0	0.000
1377017921.7138	16.0	0.056
1377017921.7238	-32.0	-0.112
1377017921.7337	32.0	0.112
1377017921.7438	32.0	0.112
1377017921.7539	-16.0	-0.056
1377017921.7599	0.0	0.000
1377017921.7727	-16.0	-0.056
1377017921.7829	-16.0	-0.056
1377017921.7927	48.0	0.168
1377017921.7987	0.0	0.000
1377017921.8117	32.0	0.112
1377017921.8218	16.0	0.056
1377017921.8318	16.0	0.056
1377017921.8410	-16.0	-0.056
1377017921.8508	-48.0	-0.168
1377017921.8608	32.0	0.112
1377017921.8710	16.0	0.056
1377017921.8768	0.0	0.000
1377017921.8871	0.0	0.000
1377017921.9000	16.0	0.056
1377017921.9100	-16.0	-0.056
1377017921.9192	-32.0	-0.112
1377017921.9262	0.0	0.000
1377017921.9391	32.0	0.112
1377017921.9452	0.0	0.000
1377017921.9579	32.0	0.112
1377017921.9682	-48.0	-0.168
1377017921.9779	16.0	0.056
1377017921.9881	-16.0	-0.056
1377017921.9969	16.0	0.056
1377017922.0071	16.0	0.056
1377017922.0172	-16.0	-0.056
1377017922.0272	48.0	0.168
1377017922.0361	16.0	0.056
1377017922.0463	-48.0	-0.168
1377017922.0560	-32.0	-0.112
1377017922.0621	0.0	0.000
1377017922.0722	0.0	0.000
1377017922.0821	0.0	0.000
1377017922.0953	16.0	0.056
1377017922.1051	-16.0	-0.056
1377017922.1144	32.0	0.112
1377017922.1244	224.0	0.783
1377017922.1342	48.0	0.168
1377017922.1445	-304.0	-1.063
1377017922.1535	-320.0	-1.119
1377017922.1633	-96.0	-0.336
1377017922.1734	-112.0	-0.392
1377017922.1835	-128.0	-0.448
1377017922.1924	-96.0	-0.336
1377017922.2022	16.0	0.056
1377017922.2124	-32.0	-0.112
1377017922.2184	0.0	0.000
1377017922.2315	-16.0	-0.056
1377017922.2415	-16.0	-0.056
1377017922.2514	32.0	0.112
1377017922.2616	32.0	0.112
1377017922.2704	32.0	0.112
1377017922.2775	0.0	0.000
1377017922.2905	-16.0	-0.056
1377017922.3004	16.0	0.056
1377017922.3096	16.0	0.056
1377017922.3197	-16.0	-0.056
1377017922.3296	32.0	0.112
1377017922.3355	0.0	0.000
1377017922.3484	16.0	0.056
1377017922.3584	-32.0	-0.112
1377017922.3684	48.0	0.168
1377017922.3788	-32.0	-0.112
1377017922.3879	32.0	0.112
1377017922.3978	16.0	0.056
1377017922.4075	48.0	0.168
1377017922.4176	48.0	0.168
1377017922.4265	32.0	0.112
1377017922.4368	-16.0	-0.056
1377017922.4465	-16.0	-0.056
1377017922.4537	0.0	0.000
1377017922.4628	0.0	0.000
1377017922.4756	32.0	0.112
1377017922.4858	16.0	0.056
1377017922.4957	32.0	0.112
1377017922.5049	32.0	0.112
1377017922.5120	0.0	0.000
1377017922.5249	-16.0	-0.056
1377017922.5347	-32.0	-0.112
1377017922.5437	32.0	0.112
1377017922.5538	32.0	0.112
1377017922.5637	32.0	0.112
1377017922.5707	0.0	0.000
1377017922.5827	-16.0	-0.056
1377017922.5927	48.0	0.168
1377017922.6030	32.0	0.112
1377017922.6129	-32.0	-0.112
1377017922.6230	-16.0	-0.056
1377017922.6318	16.0	0.056
1377017922.6419	32.0	0.112
1377017922.6520	16.0	0.056
1377017922.6610	16.0	0.056
1377017922.6710	32.0	0.112
1377017922.6808	16.0	0.056
1377017922.6910	48.0	0.168
1377017922.7011	16.0	0.056
1377017922.7099	32.0	0.112
1377017922.7171	0.0	0.000
1377017922.7301	16.0	0.056
1377017922.7402	32.0	0.112
1377017922.7491	48.0	0.168
1377017922.7592	16.0	0.056
1377017922.7689	32.0	0.112
1377017922.7791	16.0	0.056
1377017922.7850	0.0	0.000
1377017922.7982	16.0	0.056
1377017922.8082	48.0	0.168
1377017922.8143	0.0	0.000
1377017922.8271	16.0	0.056
1377017922.8372	16.0	0.056
1377017922.8471	32.0	0.112
1377017922.8571	48.0	0.168
1377017922.8663	32.0	0.112
1377017922.8732	0.0	0.000
1377017922.8862	-16.0	-0.056
1377017922.8964	16.0	0.056
1377017922.9023	0.0	0.000
1377017922.9154	48.0	0.168
1377017922.9225	0.0	0.000
1377017922.9312	0.0	0.000
1377017922.9444	32.0	0.112
1377017922.9544	32.0	0.112
1377017922.9642	48.0	0.168
1377017922.9745	48.0	0.168
1377017922.9834	-16.0	-0.056
1377017922.9935	-48.0	-0.168
1377017923.0034	16.0	0.056
1377017923.0134	48.0	0.168
1377017923.0245	32.0	0.112
1377017923.0326	32.0	0.112
1377017923.0424	16.0	0.056
1377017923.0524	-32.0	-0.112
1377017923.0615	32.0	0.112
1377017923.0717	32.0	0.112
1377017923.0814	48.0	0.168
1377017923.0926	-32.0	-0.112
1377017923.1024	-64.0	-0.224
1377017923.1124	144.0	0.504
1377017923.1227	800.0	2.799
1377017923.1314	1520.0	5.324
1377017923.1416	2752.0	9.670
1377017923.1518	2992.0	10.523
1377017923.1618	5248.0	18.683
1377017923.1708	6080.0	21.784
1377017923.1806	7536.0	27.386
1377017923.1917	8496.0	31.237
1377017923.2016	9232.0	34.299
1377017923.2107	11120.0	42.746
1377017923.2208	10768.0	41.092
1377017923.2305	11536.0	44.760
1377017923.2406	11520.0	44.682
1377017923.2497	11904.0	46.603
1377017923.2595	11696.0	45.554
1377017923.2698	11760.0	45.875
1377017923.2799	11632.0	45.235
1377017923.2887	11680.0	45.474
1377017923.2986	11792.0	46.036
1377017923.3087	11712.0	45.634
1377017923.3187	11632.0	45.235
1377017923.3278	11632.0	45.235
1377017923.3378	11536.0	44.760
1377017923.3479	11792.0	46.036
1377017923.3580	11792.0	46.036
1377017923.3679	11728.0	45.714
1377017923.3770	11712.0	45.634
1377017923.3868	11680.0	45.474
1377017923.3968	11712.0	45.634
1377017923.4061	11712.0	45.634
1377017923.4160	11760.0	45.875
1377017923.4259	11792.0	46.036
1377017923.4359	11712.0	45.634
1377017923.4459	11696.0	45.554
1377017923.4551	11744.0	45.794
1377017923.4651	11728.0	45.714
1377017923.4752	11696.0	45.554
1377017923.4851	11792.0	46.036
1377017923.4939	11648.0	45.315
1377017923.5042	11792.0	46.036
1377017923.5139	11696.0	45.554
1377017923.5241	11776.0	45.955
1377017923.5331	11760.0	45.875
1377017923.5432	11728.0	45.714
1377017923.5531	11744.0	45.794
1377017923.5631	11760.0	45.875
1377017923.5721	11680.0	45.474
1377017923.5821	11712.0	45.634
1377017923.5922	11728.0	45.714
1377017923.6022	11696.0	45.554
1377017923.6110	11728.0	45.714
1377017923.6213	11712.0	45.634
1377017923.6310	11648.0	45.315
1377017923.6410	11728.0	45.714
1377017923.6502	11744.0	45.794
1377017923.6603	11712.0	45.634
1377017923.6703	11696.0	45.554
1377017923.6804	11712.0	45.634
1377017923.6891	11728.0	45.714
1377017923.6993	11728.0	45.714
1377017923.7094	11728.0	45.714
1377017923.7182	11728.0	45.714
1377017923.7282	11696.0	45.554
1377017923.7384	11712.0	45.634
1377017923.7484	11648.0	45.315
1377017923.7584	11744.0	45.794
1377017923.7674	11712.0	45.634
1377017923.7774	11792.0	46.036
1377017923.7874	11712.0	45.634
1377017923.7974	11696.0	45.554
1377017923.8066	11728.0	45.714
1377017923.8164	11792.0	46.036
1377017923.8265	11696.0	45.554
1377017923.8364	11680.0	45.474
1377017923.8454	11712.0	45.634
1377017923.8556	11712.0	45.634
1377017923.8655	11744.0	45.794
1377017923.8757	11680.0	45.474
1377017923.8847	11744.0	45.794
1377017923.8946	11680.0	45.474
1377017923.9044	11728.0	45.714
1377017923.9137	11728.0	45.714
1377017923.9236	11744.0	45.794
1377017923.9336	11664.0	45.394
1377017923.9436	11712.0	45.634
1377017923.9525	11712.0	45.634
1377017923.9625	11776.0	45.955
1377017923.9726	11728.0	45.714
1377017923.9827	11712.0	45.634
1377017923.9927	11632.0	45.235
1377017924.0016	11744.0	45.794
1377017924.0117	11744.0	45.794
1377017924.0215	11760.0	45.875
1377017924.0317	11744.0	45.794
1377017924.0408	11648.0	45.315
1377017924.0509	11712.0	45.634
1377017924.0609	11744.0	45.794
1377017924.0707	11696.0	45.554
1377017924.0796	11680.0	45.474
1377017924.0899	11696.0	45.554
1377017924.0999	11712.0	45.634
1377017924.1100	11664.0	45.394
1377017924.1186	11712.0	45.634
1377017924.1289	11760.0	45.875
1377017924.1388	11712.0	45.634
1377017924.1489	11664.0	45.394
1377017924.1579	11712.0	45.634
1377017924.1678	11712.0	45.634
1377017924.1778	11744.0	45.794
1377017924.1881	11728.0	45.714
1377017924.1968	11712.0	45.634
1377017924.2071	11760.0	45.875
1377017924.2168	11664.0	45.394
1377017924.2272	11696.0	45.554
1377017924.2360	11728.0	45.714
1377017924.2461	11776.0	45.955
1377017924.2562	11680.0	45.474
1377017924.2650	11680.0	45.474
1377017924.2750	11712.0	45.634
1377017924.2851	11744.0	45.794
1377017924.2951	11696.0	45.554
1377017924.3050	11712.0	45.634
1377017924.3141	11696.0	45.554
1377017924.3243	11648.0	45.315
1377017924.3340	11712.0	45.634
1377017924.3443	11728.0	45.714
1377017924.3533	11744.0	45.794
1377017924.3633	11712.0	45.634
1377017924.3733	11696.0	45.554
1377017924.3830	11664.0	45.394
1377017924.3920	11696.0	45.554
1377017924.4023	11744.0	45.794
1377017924.4124	11712.0	45.634
1377017924.4224	11664.0	45.394
1377017924.4321	11680.0	45.474
1377017924.4413	11760.0	45.875
1377017924.4512	11760.0	45.875
1377017924.4614	11712.0	45.634
1377017924.4713	11680.0	45.474
1377017924.4801	11680.0	45.474
1377017924.4902	11680.0	45.474
1377017924.5001	11728.0	45.714
1377017924.5105	11744.0	45.794
1377017924.5194	11728.0	45.714
1377017924.5294	11712.0	45.634
1377017924.5395	11680.0	45.474
1377017924.5495	11728.0	45.714
1377017924.5586	11712.0	45.634
1377017924.5685	11680.0	45.474
1377017924.5785	11712.0	45.634
1377017924.5876	11744.0	45.794
1377017924.5975	11712.0	45.634
1377017924.6075	11712.0	45.634
1377017924.6175	11680.0	45.474
1377017924.6274	11664.0	45.394
1377017924.6364	11664.0	45.394
1377017924.6466	11728.0	45.714
1377017924.6566	11712.0	45.634
1377017924.6664	11744.0	45.794
1377017924.6755	11712.0	45.634
1377017924.6855	11664.0	45.394
1377017924.6955	11536.0	44.760
1377017924.7056	11728.0	45.714
1377017924.7148	11568.0	44.918
1377017924.7248	11792.0	46.036
1377017924.7346	11616.0	45.156
1377017924.7448	11760.0	45.875
1377017924.7537	11808.0	46.116
1377017924.7636	11728.0	45.714
1377017924.7738	11584.0	44.997
1377017924.7835	11728.0	45.714
1377017924.7928	11840.0	46.278
1377017924.8027	11696.0	45.554
1377017924.8130	11664.0	45.394
1377017924.8228	11680.0	45.474
1377017924.8318	11712.0	45.634
1377017924.8419	11712.0	45.634
1377017924.8519	11712.0	45.634
1377017924.8608	11712.0	45.634
1377017924.8708	11680.0	45.474
1377017924.8807	11712.0	45.634
1377017924.8910	11712.0	45.634
1377017924.9009	11680.0	45.474
1377017924.9099	11712.0	45.634
1377017924.9197	11696.0	45.554
1377017924.9298	11728.0	45.714
1377017924.9400	11712.0	45.634
1377017924.9488	11664.0	45.394
1377017924.9587	11632.0	45.235
1377017924.9688	11728.0	45.714
1377017924.9779	11728.0	45.714
1377017924.9881	11712.0	45.634
1377017924.9979	11712.0	45.634
1377017925.0081	11744.0	45.794
1377017925.0181	11728.0	45.714
1377017925.0270	11712.0	45.634
1377017925.0369	11680.0	45.474
1377017925.0469	11712.0	45.634
1377017925.0572	11728.0	45.714
1377017925.0669	11680.0	45.474
1377017925.0762	11680.0	45.474
1377017925.0859	11728.0	45.714
1377017925.0960	11712.0	45.634
1377017925.1050	11680.0	45.474
1377017925.1150	11680.0	45.474
1377017925.1253	11744.0	45.794
1377017925.1351	11712.0	45.634
1377017925.1443	11648.0	45.315
1377017925.1543	11696.0	45.554
1377017925.1640	11664.0	45.394
1377017925.1743	11696.0	45.554
1377017925.1834	11648.0	45.315
1377017925.1932	11776.0	45.955
1377017925.2034	11648.0	45.315
1377017925.2134	11824.0	46.197
1377017925.2234	11616.0	45.156
1377017925.2322	11792.0	46.036
1377017925.2424	11616.0	45.156
1377017925.2522	11792.0	46.036
1377017925.2625	11664.0	45.394
1377017925.2711	11776.0	45.955
1377017925.2812	11632.0	45.235
1377017925.2915	11712.0	45.634
1377017925.3016	11680.0	45.474
1377017925.3104	11776.0	45.955
1377017925.3204	11664.0	45.394
1377017925.3305	11728.0	45.714
1377017925.3405	11712.0	45.634
1377017925.3495	11760.0	45.875
1377017925.3595	11680.0	45.474
1377017925.3695	11680.0	45.474
1377017925.3776	12064.0	47.423
1377017925.3875	11728.0	45.714
1377017925.3964	11728.0	45.714
1377017925.4089	12064.0	47.423
1377017925.4164	12112.0	47.672
1377017925.4266	11728.0	45.714
1377017925.4354	11648.0	45.315
1377017925.4455	11776.0	45.955
1377017925.4557	11648.0	45.315
1377017925.4655	11712.0	45.634
1377017925.4748	11728.0	45.714
1377017925.4847	11744.0	45.794
1377017925.4948	11600.0	45.077
1377017925.5048	11792.0	46.036
1377017925.5137	11664.0	45.394
1377017925.5238	11744.0	45.794
1377017925.5336	11712.0	45.634
1377017925.5437	11760.0	45.875
1377017925.5527	11648.0	45.315
1377017925.5627	11776.0	45.955
1377017925.5728	11696.0	45.554
1377017925.5828	11680.0	45.474
1377017925.5918	11632.0	45.235
1377017925.6016	11680.0	45.474
1377017925.6116	11744.0	45.794
1377017925.6216	11664.0	45.394
1377017925.6309	11664.0	45.394
1377017925.6408	11728.0	45.714
1377017925.6508	11680.0	45.474
1377017925.6609	11712.0	45.634
1377017925.6699	11712.0	45.634
1377017925.6798	11696.0	45.554
1377017925.6900	11760.0	45.875
1377017925.7000	11680.0	45.474
1377017925.7089	11680.0	45.474
1377017925.7189	11744.0	45.794
1377017925.7288	11696.0	45.554
1377017925.7388	11616.0	45.156
1377017925.7480	11712.0	45.634
1377017925.7581	11728.0	45.714
1377017925.7679	11728.0	45.714
1377017925.7780	11680.0	45.474
1377017925.7871	11632.0	45.235
1377017925.7970	11728.0	45.714
1377017925.8072	11696.0	45.554
1377017925.8170	11680.0	45.474
1377017925.8261	11712.0	45.634
1377017925.8359	11712.0	45.634
1377017925.8462	11664.0	45.394
1377017925.8562	11664.0	45.394
1377017925.8650	11680.0	45.474
1377017925.8752	11728.0	45.714
1377017925.8850	11760.0	45.875
1377017925.8953	11728.0	45.714
1377017925.9043	11664.0	45.394
1377017925.9143	11728.0	45.714
1377017925.9242	11728.0	45.714
1377017925.9341	11696.0	45.554
1377017925.9432	11680.0	45.474
1377017925.9531	11712.0	45.634
1377017925.9634	11744.0	45.794
1377017925.9734	11728.0	45.714
1377017925.9821	11712.0	45.634
1377017925.9922	11712.0	45.634
1377017926.0023	11712.0	45.634
1377017926.0124	11728.0	45.714
1377017926.0212	11712.0	45.634
1377017926.0312	11728.0	45.714
1377017926.0414	11664.0	45.394
1377017926.0514	11696.0	45.554
1377017926.0605	11696.0	45.554
1377017926.0705	11712.0	45.634
1377017926.0805	11664.0	45.394
1377017926.0905	11776.0	45.955
1377017926.1004	11712.0	45.634
1377017926.1094	11680.0	45.474
1377017926.1194	11744.0	45.794
1377017926.1295	11792.0	46.036
1377017926.1387	11696.0	45.554
1377017926.1486	11712.0	45.634
1377017926.1584	11664.0	45.394
1377017926.1685	11696.0	45.554
1377017926.1775	11744.0	45.794
1377017926.1874	11776.0	45.955
1377017926.1976	11696.0	45.554
1377017926.2077	11696.0	45.554
1377017926.2166	11744.0	45.794
1377017926.2267	11680.0	45.474
1377017926.2366	11696.0	45.554
1377017926.2465	11744.0	45.794
1377017926.2568	11728.0	45.714
1377017926.2656	11680.0	45.474
1377017926.2758	11680.0	45.474
1377017926.2855	11712.0	45.634
1377017926.2955	11680.0	45.474
1377017926.3045	11664.0	45.394
1377017926.3147	11696.0	45.554
1377017926.3245	11744.0	45.794
1377017926.3348	11680.0	45.474
1377017926.3437	11728.0	45.714
1377017926.3539	11776.0	45.955
1377017926.3638	11712.0	45.634
1377017926.3739	11680.0	45.474
1377017926.3828	11712.0	45.634
1377017926.3929	11648.0	45.315
1377017926.4029	11712.0	45.634
1377017926.4129	11776.0	45.955
1377017926.4219	11696.0	45.554
1377017926.4320	11680.0	45.474
1377017926.4419	11712.0	45.634
1377017926.4520	11712.0	45.634
1377017926.4610	11744.0	45.794
1377017926.4707	11664.0	45.394
1377017926.4810	11712.0	45.634
1377017926.4910	11760.0	45.875
1377017926.4997	11712.0	45.634
1377017926.5101	11760.0	45.875
1377017926.5199	11776.0	45.955
1377017926.5299	11648.0	45.315
1377017926.5390	11728.0	45.714
1377017926.5490	11712.0	45.634
1377017926.5591	11712.0	45.634
1377017926.5689	11760.0	45.875
1377017926.5779	11648.0	45.315
1377017926.5879	11696.0	45.554
1377017926.5979	11632.0	45.235
1377017926.6083	11696.0	45.554
1377017926.6171	11728.0	45.714
1377017926.6270	11712.0	45.634
1377017926.6372	11664.0	45.394
1377017926.6472	11712.0	45.634
1377017926.6571	11760.0	45.875
1377017926.6662	11712.0	45.634
